taxonID,acceptedNameUsageID,scientificName,namePublishedIn,taxonRank,vernacularName,taxonomicStatus,taxonRemarks,parentNameUsageID,genus,tribe,subfamily,family,order,acceptedNameUsage,parentNameUsage,modified
cfd651cb3bc3d61924cb23e7f8bbe7ba,NA,Lycopodiales DC. ex Bercht. & J. Presl,Prir. Rostlin: 272 (1820),order,NA,accepted,"1 family, 17 genera, ca. 460 spp.",NA,NA,NA,NA,NA,Lycopodiales,NA,NA,NA
381868bcdfc92b558798691c5180df85,NA,Lycopodiaceae P. Beauv. ex Mirb.,Hist. Nat. Veg. (Lam. & Mirb.) 4: 293 (1802),family,Bärlappgew.,accepted,"17 genera, ca. 470 spp. Phylogeny: Chen et al. (2021).",cfd651cb3bc3d61924cb23e7f8bbe7ba,NA,NA,NA,Lycopodiaceae,Lycopodiales,NA,Lycopodiales DC. ex Bercht. & J. Presl,NA
885b8639f980af103b6317dc7c91e854,381868bcdfc92b558798691c5180df85,Huperziaceae Rothm.,"Repert. Spec. Nov. Regni Veg. 66: 236 (1962), nom. nov.",family,NA,synonym,NA,cfd651cb3bc3d61924cb23e7f8bbe7ba,NA,NA,NA,Lycopodiaceae,Lycopodiales,Lycopodiaceae P. Beauv. ex Mirb.,Lycopodiales DC. ex Bercht. & J. Presl,NA
2fce52f52b90ffa4d655be61dc2b2a08,381868bcdfc92b558798691c5180df85,Lycopodiellaceae Val. N. Tikhom.,Novosti Sist. Vyssh. Rast. 49: 149 (2018),family,NA,synonym,NA,cfd651cb3bc3d61924cb23e7f8bbe7ba,NA,NA,NA,Lycopodiaceae,Lycopodiales,Lycopodiaceae P. Beauv. ex Mirb.,Lycopodiales DC. ex Bercht. & J. Presl,NA
265cb6e77d9f71f77ab130b9200ecc3f,381868bcdfc92b558798691c5180df85,Phylloglossaceae Kunze,Bot. Zeitung (Berlin) 1: 722 (1843),family,NA,synonym,NA,cfd651cb3bc3d61924cb23e7f8bbe7ba,NA,NA,NA,Lycopodiaceae,Lycopodiales,Lycopodiaceae P. Beauv. ex Mirb.,Lycopodiales DC. ex Bercht. & J. Presl,NA
276165f17ad3b1fbee423ec1581e64ef,381868bcdfc92b558798691c5180df85,Urostachyaceae Rothm.,Repert. Spec. Nov. Regni Veg. 54: 58 (1944) (nom. illeg.),family,NA,synonym,NA,cfd651cb3bc3d61924cb23e7f8bbe7ba,NA,NA,NA,Lycopodiaceae,Lycopodiales,Lycopodiaceae P. Beauv. ex Mirb.,Lycopodiales DC. ex Bercht. & J. Presl,NA
8b6c9d344a98e44f2e64a932aff0a1e1,NA,Huperzioideae W. H. Wagner & Beitel ex B. Øllg.,Nordic J. Bot. 33(2): 195 (2014),subfamily,NA,accepted,NA,381868bcdfc92b558798691c5180df85,NA,NA,Huperzioideae,Lycopodiaceae,Lycopodiales,NA,Lycopodiaceae P. Beauv. ex Mirb.,NA
0c2172c952d887939a98bd70225c8263,NA,Huperzia Bernh.,J. Bot. (Schrader) 1800(2): 126 (1801) ex Schrank & Mart. (1829),genus,"Tannen-Teufelsklaue, Tannenbärlapp (DE)",accepted,"Distribution: Probably only 25 spp. temperate, alpine and arctic, tropical Asian mountains. Many remaining species still need transfer into other split genera.",8b6c9d344a98e44f2e64a932aff0a1e1,Huperzia,NA,Huperzioideae,Lycopodiaceae,Lycopodiales,NA,Huperzioideae W. H. Wagner & Beitel ex B. Øllg.,NA
f6171bb4836b2bad401255c92857a95d,0c2172c952d887939a98bd70225c8263,Mirmau Adans.,"Fam. Pl. 2: 491 (1763) (p. p., nom. illegit.)",genus,NA,ambiguous synonym,NA,8b6c9d344a98e44f2e64a932aff0a1e1,Huperzia,NA,Huperzioideae,Lycopodiaceae,Lycopodiales,Huperzia Bernh.,Huperzioideae W. H. Wagner & Beitel ex B. Øllg.,NA
c53766ce1081008b8768b812c644bb1b,0c2172c952d887939a98bd70225c8263,Plananthus P. Beauv. ex Mirb.,"Hist. Nat. Veg. (Lam. & Mirb.) 3: 476, 4: 310 (1802) (nom. superfl.)",genus,NA,synonym,NA,8b6c9d344a98e44f2e64a932aff0a1e1,Huperzia,NA,Huperzioideae,Lycopodiaceae,Lycopodiales,Huperzia Bernh.,Huperzioideae W. H. Wagner & Beitel ex B. Øllg.,NA
4c262dafc4d8d264e608bd978530e533,0c2172c952d887939a98bd70225c8263,Selago Boehm.,"Ludwig, Def. Gen. Pl., ed. Boehmer 484 (1760) (non L. 1753, nec Browne 1756, nec Hill (1757) nom. illeg.)",genus,NA,synonym,NA,8b6c9d344a98e44f2e64a932aff0a1e1,Huperzia,NA,Huperzioideae,Lycopodiaceae,Lycopodiales,Huperzia Bernh.,Huperzioideae W. H. Wagner & Beitel ex B. Øllg.,NA
a9b996a7e99dd4aedc804901d5b44bd3,0c2172c952d887939a98bd70225c8263,Selago Hill,"Brit. Herb. 533 (1757) (non L. 1753, nec Browne 1756, nom. inval.)",genus,NA,synonym,NA,8b6c9d344a98e44f2e64a932aff0a1e1,Huperzia,NA,Huperzioideae,Lycopodiaceae,Lycopodiales,Huperzia Bernh.,Huperzioideae W. H. Wagner & Beitel ex B. Øllg.,NA
df7477a6be31c709e8448cb062d8ce0c,0c2172c952d887939a98bd70225c8263,Selago Schur,"Enum. pl. Transsilv. 825. 1866 (non L. 1753, nec Browne 1756, nec Hill (1757))",genus,NA,synonym,NA,8b6c9d344a98e44f2e64a932aff0a1e1,Huperzia,NA,Huperzioideae,Lycopodiaceae,Lycopodiales,Huperzia Bernh.,Huperzioideae W. H. Wagner & Beitel ex B. Øllg.,NA
ae24a42c423fc47e4b91e02258752802,0c2172c952d887939a98bd70225c8263,Urostachys Herter,Beih. Bot. Centralbl. 39(2): 249 (1922) (nom. superfl.),genus,NA,synonym,NA,8b6c9d344a98e44f2e64a932aff0a1e1,Huperzia,NA,Huperzioideae,Lycopodiaceae,Lycopodiales,Huperzia Bernh.,Huperzioideae W. H. Wagner & Beitel ex B. Øllg.,NA
9413eea6d7cf28af25a5f123642b5afc,NA,Phlegmariurus (Herter) Holub,Preslia 36(1): 179 (1964),genus,NA,accepted,Distribution: Worldwide tropical. There is a clear distinction between a neotropical clade and an Old World clade but this is not sufficient to split two genera (Chen et al. 2021).,8b6c9d344a98e44f2e64a932aff0a1e1,Phlegmariurus,NA,Huperzioideae,Lycopodiaceae,Lycopodiales,NA,Huperzioideae W. H. Wagner & Beitel ex B. Øllg.,NA
9386064933eb4cca2beed49651b10195,NA,Phylloglossum Kunze,Bot. Zeitung (Berlin) 1: 721 (1843),genus,NA,accepted,"Distribution: Australia, New Zealand",8b6c9d344a98e44f2e64a932aff0a1e1,Phylloglossum,NA,Huperzioideae,Lycopodiaceae,Lycopodiales,NA,Huperzioideae W. H. Wagner & Beitel ex B. Øllg.,NA
247bc6e0781b1f1dd1dcd97d737d0930,NA,Lycopodiastroideae Li Bing Zhang & X. M. Zhou,Indian Fern J. 38(1-2): 134 (2021),subfamily,NA,accepted,NA,381868bcdfc92b558798691c5180df85,NA,NA,Lycopodiastroideae,Lycopodiaceae,Lycopodiales,NA,Lycopodiaceae P. Beauv. ex Mirb.,NA
03cdacc9af6bc356be12aa9e8ed998fb,NA,Lycopodiastrum Holub ex R. D. Dixit,"J. Bombay Nat. Hist. Soc. 77(3): 540 (1981) (Holub, Preslia 47: 103 (1975), nom. inval.)",genus,NA,accepted,"Distribution: Trop. Asia, S-China",247bc6e0781b1f1dd1dcd97d737d0930,Lycopodiastrum,NA,Lycopodiastroideae,Lycopodiaceae,Lycopodiales,NA,Lycopodiastroideae Li Bing Zhang & X. M. Zhou,NA
fe945d1c5e272575f410ae740fb72e39,NA,Lycopodielloideae W. H. Wagner & Beitel ex B. Øllg.,Nordic J. Bot. 33(2): 195 (2014),subfamily,NA,accepted,NA,381868bcdfc92b558798691c5180df85,NA,NA,Lycopodielloideae,Lycopodiaceae,Lycopodiales,NA,Lycopodiaceae P. Beauv. ex Mirb.,NA
d19427592c6162693c1c8fa2e896e268,NA,"Brownseya Li Bing Zhang, L. D. Sheph., D. K. Chen, X. M. Zhou & H. He",Taxon 71(1): 41 (2021),genus,NA,accepted,"Distribution: Australia, Papuasia, New Zealand, New Caledonia",fe945d1c5e272575f410ae740fb72e39,Brownseya,NA,Lycopodielloideae,Lycopodiaceae,Lycopodiales,NA,Lycopodielloideae W. H. Wagner & Beitel ex B. Øllg.,NA
5733418efd899e9449b0a86c171c4919,NA,Lateristachys Holub,"Folia Geobot. Phytotax. 18: 440 (1983) (Preslia 47: 104 (1975), nom. inval.))",genus,NA,accepted,"Distribution: Philippines, Australia, New Zealand",fe945d1c5e272575f410ae740fb72e39,Lateristachys,NA,Lycopodielloideae,Lycopodiaceae,Lycopodiales,NA,Lycopodielloideae W. H. Wagner & Beitel ex B. Øllg.,NA
9251fe18946d7e3d42cedb01f6e4b18b,NA,Lycopodiella Holub,Preslia 36: 22 (1964),genus,"Sumpfbärlapp, Moorbärlapp",accepted,Distribution: Holarctic and tropical America,fe945d1c5e272575f410ae740fb72e39,Lycopodiella,NA,Lycopodielloideae,Lycopodiaceae,Lycopodiales,NA,Lycopodielloideae W. H. Wagner & Beitel ex B. Øllg.,NA
c2e995c5407f54f22291d829ab380284,NA,Palhinhaea Franco & Vasc.,"Bol. Soc. Broter. Ser. 2, 41: 24 (1967), nom. cons.",genus,NA,accepted,"Distribution: Tropics and subtropics. Rank and status somewhat questionable, might also be treated as subgenus of Lycopodiella.",fe945d1c5e272575f410ae740fb72e39,Palhinhaea,NA,Lycopodielloideae,Lycopodiaceae,Lycopodiales,NA,Lycopodielloideae W. H. Wagner & Beitel ex B. Øllg.,NA
2a073f769e0c03bcf0a8c5aa38c490c2,c2e995c5407f54f22291d829ab380284,Lepidotis Mirb.,"Hist. Nat. Veg. (Lam. & Mirb.) 3: 477 (1802), nom. superfl., nom. rej.",genus,NA,synonym,NA,fe945d1c5e272575f410ae740fb72e39,Palhinhaea,NA,Lycopodielloideae,Lycopodiaceae,Lycopodiales,Palhinhaea Franco & Vasc.,Lycopodielloideae W. H. Wagner & Beitel ex B. Øllg.,NA
da469a23846c913320e24b3d5aed27c6,NA,Pseudolycopodiella Holub,Folia Geobot. Phytotax. 18: 441 (1983),genus,NA,accepted,"Distribution: Widely scattered worldwide. Rank and status somewhat questionable, might also be treated as subgenus of Lycopodiella.",fe945d1c5e272575f410ae740fb72e39,Pseudolycopodiella,NA,Lycopodielloideae,Lycopodiaceae,Lycopodiales,NA,Lycopodielloideae W. H. Wagner & Beitel ex B. Øllg.,NA
134040798af2303c437e0db15886d7a0,NA,Lycopodioideae W. H. Wagner & Beitel ex B. Øllg.,Nordic J. Bot. 33(2): 195 (2014),subfamily,NA,accepted,NA,381868bcdfc92b558798691c5180df85,NA,NA,Lycopodioideae,Lycopodiaceae,Lycopodiales,NA,Lycopodiaceae P. Beauv. ex Mirb.,NA
9cc654d9c698d3b88c8486f948d1aa83,NA,Austrolycopodium Holub,Folia Geobot. Phytotax. 26(1): 91 (1991),genus,NA,accepted,"Distribution: Temperate southern hemisphere, mostly circumantarctic, 1 to tropical Africa",134040798af2303c437e0db15886d7a0,Austrolycopodium,NA,Lycopodioideae,Lycopodiaceae,Lycopodiales,NA,Lycopodioideae W. H. Wagner & Beitel ex B. Øllg.,NA
c711f06c5b76f43462cbeda49a292d65,NA,Dendrolycopodium A. Haines,Fam. Huperziac. Lycopodiac. New England 84 (2003),genus,NA,accepted,"Distribution: North America, E-Asia. Frequently re-included in Lycopodium s. lat. but accepted by PPG-I",134040798af2303c437e0db15886d7a0,Dendrolycopodium,NA,Lycopodioideae,Lycopodiaceae,Lycopodiales,NA,Lycopodioideae W. H. Wagner & Beitel ex B. Øllg.,NA
c74d32c11a65dd241f7bf7374ca3d7bf,NA,Diphasiastrum Holub,Preslia 47: 104 (1975),genus,NA,accepted,"Distribution: Temperate northern hemisphere, 1 South Africa and Madagascar, 2 to tropical America",134040798af2303c437e0db15886d7a0,Diphasiastrum,NA,Lycopodioideae,Lycopodiaceae,Lycopodiales,NA,Lycopodioideae W. H. Wagner & Beitel ex B. Øllg.,NA
859872bad5e1f5804f8d170147141f2e,NA,Diphasium C. Presl ex Rothm.,"Abh. Königl. Böhm. Ges. Wiss., Math.-Naturw. Cl. V, 5: 3: 883 (1845)",genus,NA,accepted,Distribution: Gondwanan. Frequently re-included in Diphasiastrum s. lat. but accepted by PPG-I,134040798af2303c437e0db15886d7a0,Diphasium,NA,Lycopodioideae,Lycopodiaceae,Lycopodiales,NA,Lycopodioideae W. H. Wagner & Beitel ex B. Øllg.,NA
045bf73a3f2aa428c2cffd2dbdd55042,NA,Lycopodium L.,Sp. Pl. 2: 1100 (1753) s. str.,genus,Bärlapp (DE),accepted,Distribution: Mainly temperate and subarctic regions,134040798af2303c437e0db15886d7a0,Lycopodium,NA,Lycopodioideae,Lycopodiaceae,Lycopodiales,NA,Lycopodioideae W. H. Wagner & Beitel ex B. Øllg.,NA
3a48316fa0518d0db7c3c2760dcb6d09,045bf73a3f2aa428c2cffd2dbdd55042,Clopodium Raf.,Anal. nat. 205 (1815) (nom. inval.),genus,NA,synonym,NA,134040798af2303c437e0db15886d7a0,Lycopodium,NA,Lycopodioideae,Lycopodiaceae,Lycopodiales,Lycopodium L.,Lycopodioideae W. H. Wagner & Beitel ex B. Øllg.,NA
640ed28ce212a317e7f627b6fe453b33,045bf73a3f2aa428c2cffd2dbdd55042,Oxynemum Raf.,Amer. Monthly Mag. & Crit. Rev. 2: 44 (1817),genus,NA,synonym,NA,134040798af2303c437e0db15886d7a0,Lycopodium,NA,Lycopodioideae,Lycopodiaceae,Lycopodiales,Lycopodium L.,Lycopodioideae W. H. Wagner & Beitel ex B. Øllg.,NA
ca90211b0224d74c2f6e7891290604cd,NA,Pseudodiphasium Holub,Folia Geobot. Phytotax. 18: 440 (1983),genus,NA,accepted,"Distribution: Trop. Asia, Australia, New Zealand. Frequently re-included in Lycopodium s. lat. but accepted by PPG-I",134040798af2303c437e0db15886d7a0,Pseudodiphasium,NA,Lycopodioideae,Lycopodiaceae,Lycopodiales,NA,Lycopodioideae W. H. Wagner & Beitel ex B. Øllg.,NA
3706223f718fa5b1c12f87f6a1115dd5,NA,Pseudolycopodium Holub,"Folia Geobot. Phytotax. 18: 441 (1983) (Preslia 47: 103 (1975), nom. inval.)",genus,NA,accepted,"Distribution: Australia, New Zealand, New Caledonia. Frequently re-included in Lycopodium s. lat. but accepted by PPG-I",134040798af2303c437e0db15886d7a0,Pseudolycopodium,NA,Lycopodioideae,Lycopodiaceae,Lycopodiales,NA,Lycopodioideae W. H. Wagner & Beitel ex B. Øllg.,NA
8185de950ad9daeb2e7617607b822e20,NA,Spinulum A. Haines,Fam. Huperziac. Lycopodiac. New England 85 (2003),genus,NA,accepted,Distribution: Holarctic.,134040798af2303c437e0db15886d7a0,Spinulum,NA,Lycopodioideae,Lycopodiaceae,Lycopodiales,NA,Lycopodioideae W. H. Wagner & Beitel ex B. Øllg.,NA
5bc834df530f9f19e01fe3bf762123c6,NA,Isoetales Prantl,Lehrb. Bot.: 116 (1874),order,NA,accepted,"1 family, 1 genus, ca. 185 spp.",NA,NA,NA,NA,NA,Isoetales,NA,NA,NA
1c9f031970b795241d22804a03580426,5bc834df530f9f19e01fe3bf762123c6,Isoetariae Koidz.,Acta Phytotax. Geobot. 7: 11 (1938),order,NA,synonym,NA,NA,NA,NA,NA,NA,Isoetales,Isoetales Prantl,NA,NA
44077a141243ce9e68d5429857a4b256,5bc834df530f9f19e01fe3bf762123c6,Isoeteae Barlinge,Ord. Nat. Plant. 16 (1830),order,NA,synonym,NA,NA,NA,NA,NA,NA,Isoetales,Isoetales Prantl,NA,NA
5ab611e0dd4e9a0c17e91dbbe4a0ee3b,NA,Isoetaceae Rchb.,Bot. Damen: 309 (1828),family,Brachsenkräuter,accepted,"1 genus, ca. 190 spp.",5bc834df530f9f19e01fe3bf762123c6,NA,NA,NA,Isoetaceae,Isoetales,NA,Isoetales Prantl,NA
32eeb11e6e7a0aca5509ba099e78bb7e,5ab611e0dd4e9a0c17e91dbbe4a0ee3b,Bothriaceae Dulac,Fl. Dépt. Hautes-Pyrenees 38 (1867),family,NA,synonym,NA,5bc834df530f9f19e01fe3bf762123c6,NA,NA,NA,Isoetaceae,Isoetales,Isoetaceae Rchb.,Isoetales Prantl,NA
820e53a97a6c536e74d9a174573527b8,NA,Isoetes L.,Sp. Pl. 2: 1100 (1753),genus,Brachsenkraut,accepted,Distribution: Worldwide. Many undescribed species remain. Latest checklist: Troia et al. (2016). Taxonomy especially in North America and in the Mediterranean quite disputed.,5ab611e0dd4e9a0c17e91dbbe4a0ee3b,Isoetes,NA,NA,Isoetaceae,Isoetales,NA,Isoetaceae Rchb.,NA
41e19cbab5b325c3aa3c593ec1d61ea6,820e53a97a6c536e74d9a174573527b8,Calamaria Boehm.,Def. Gen. Pl. ed. Boehmer 500 (1760),genus,NA,synonym,NA,5ab611e0dd4e9a0c17e91dbbe4a0ee3b,Isoetes,NA,NA,Isoetaceae,Isoetales,Isoetes L.,Isoetaceae Rchb.,NA
0f56dd1af0a8d202d4aa6503a76d71c3,820e53a97a6c536e74d9a174573527b8,Cephaloceraton Gennari,Comment. Soc. Critt. Ital. 1: 111 (1862),genus,NA,synonym,NA,5ab611e0dd4e9a0c17e91dbbe4a0ee3b,Isoetes,NA,NA,Isoetaceae,Isoetales,Isoetes L.,Isoetaceae Rchb.,NA
5ea725ab26c628e6050cdd2fccc6d918,820e53a97a6c536e74d9a174573527b8,Isoetella Gennari,Comment. Soc. Critt. Ital. 1: 114 (1862),genus,NA,synonym,NA,5ab611e0dd4e9a0c17e91dbbe4a0ee3b,Isoetes,NA,NA,Isoetaceae,Isoetales,Isoetes L.,Isoetaceae Rchb.,NA
ba2e6ad511dfe31ce50fba289220eae2,820e53a97a6c536e74d9a174573527b8,Sivetes Raf.,Med. Repos. 11. 5: 358 (1808),genus,NA,synonym,NA,5ab611e0dd4e9a0c17e91dbbe4a0ee3b,Isoetes,NA,NA,Isoetaceae,Isoetales,Isoetes L.,Isoetaceae Rchb.,NA
766a66faa4170d59aa1df3b18a5aeb73,820e53a97a6c536e74d9a174573527b8,Stylites Amstutz,Ann. Missouri Bot. Gard. 44: 121 (1957),genus,NA,synonym,NA,5ab611e0dd4e9a0c17e91dbbe4a0ee3b,Isoetes,NA,NA,Isoetaceae,Isoetales,Isoetes L.,Isoetaceae Rchb.,NA
3f6f919e497d9f7969a7c350b0bd960b,820e53a97a6c536e74d9a174573527b8,Subularia Ray,"Syn. Meth. Stirp. Brit., 283 (1696) (Pre-Linnaean)",genus,NA,synonym,NA,5ab611e0dd4e9a0c17e91dbbe4a0ee3b,Isoetes,NA,NA,Isoetaceae,Isoetales,Isoetes L.,Isoetaceae Rchb.,NA
df979b22f5ed74b7f6d23d59ab839319,NA,Selaginellales Prantl,Lehrb. Bot.: 116 (1874),order,NA,accepted,"1 family, 1 genus, ca. 700 spp.",NA,NA,NA,NA,NA,Selaginellales,NA,NA,NA
3d77b9f35430495e7991b2075c2c80fc,df979b22f5ed74b7f6d23d59ab839319,Heterosporae Asch.,Syn. 1: 149 (1896),order,NA,synonym,NA,NA,NA,NA,NA,NA,Selaginellales,Selaginellales Prantl,NA,NA
aa75572bae5cb9093aef07f36f8de39a,df979b22f5ed74b7f6d23d59ab839319,Heterosporeae Prantl,"Lehrb. Bot., 116 (1874)",order,NA,synonym,NA,NA,NA,NA,NA,NA,Selaginellales,Selaginellales Prantl,NA,NA
dc08f77c44c9b8f3ce765d4b1a0c2eba,df979b22f5ed74b7f6d23d59ab839319,Selaginellidae Pic. Serm.,"Pteridophyta, Vistas in Botany 456 (1961) (Subclass)",order,NA,synonym,NA,NA,NA,NA,NA,NA,Selaginellales,Selaginellales Prantl,NA,NA
9a54104511d46842f6c22d933d0e695c,df979b22f5ed74b7f6d23d59ab839319,Selaginellineae Engl.,"Syllabus Pfl., 2. Aufl.: 64 (1898)",order,NA,synonym,NA,NA,NA,NA,NA,NA,Selaginellales,Selaginellales Prantl,NA,NA
58f97804c5ee96f93c3b259ebfca0da6,df979b22f5ed74b7f6d23d59ab839319,Selagines Batsch,"Syn. Univ. Anal. Gen. Plant., 381 (1794)",order,NA,synonym,NA,NA,NA,NA,NA,NA,Selaginellales,Selaginellales Prantl,NA,NA
358aa463a8fd574c5f5ebb5027a15253,NA,Selaginellaceae Rchb.,Handb. Nat. Pflanzensyst. 163 (1837),family,Moosfarne,accepted,"1 genus, ca. 720 spp. The genus might be split in the future in several genera. Zhou et al. (2016) keep sections.",df979b22f5ed74b7f6d23d59ab839319,NA,NA,NA,Selaginellaceae,Selaginellales,NA,Selaginellales Prantl,NA
7405c88d474978bbb43bec5905c897f2,358aa463a8fd574c5f5ebb5027a15253,Selaginellaceae Willk.,Anleit. Stud. Bot. 2: 163 (1854),family,NA,synonym,NA,df979b22f5ed74b7f6d23d59ab839319,NA,NA,NA,Selaginellaceae,Selaginellales,Selaginellaceae Rchb.,Selaginellales Prantl,NA
6bdaf30739b400a79020e661de2b0c25,NA,Selaginella P. Beauv.,"Magasin Encycl. 9: 478 (1804) et Prodr. Aethéogam. 101 (1805), nom. cons.",genus,"Moosfarn, Zwergbärlapp",accepted,Distribution: Cosmopolitan. There might be the need to split the large and highly diverse genus in several genera.,358aa463a8fd574c5f5ebb5027a15253,Selaginella,NA,NA,Selaginellaceae,Selaginellales,NA,Selaginellaceae Rchb.,NA
2139100083635b88e8f4121ca5fb9be8,6bdaf30739b400a79020e661de2b0c25,Bryodesma Soják,Preslia 64(2): 154 (1992 publ. 1993),genus,NA,synonym,NA,358aa463a8fd574c5f5ebb5027a15253,Selaginella,NA,NA,Selaginellaceae,Selaginellales,Selaginella P. Beauv.,Selaginellaceae Rchb.,NA
7940bc24875746687b6b14ddededf0c3,6bdaf30739b400a79020e661de2b0c25,Carpolepidium P. Beauv.,"Fl. d'Oware, 1: 21, t. 13 (1805)",genus,NA,synonym,NA,358aa463a8fd574c5f5ebb5027a15253,Selaginella,NA,NA,Selaginellaceae,Selaginellales,Selaginella P. Beauv.,Selaginellaceae Rchb.,NA
69d9d5ad736b6a7184c869be1a3693fd,6bdaf30739b400a79020e661de2b0c25,Didiclis P. Beauv.,"Déterv. Hist. Nat. 3: 477, no. 1899 (1803), ex Lam. & Mirb., Hist. Nat., ed. nov., 4: 314 (1830)",genus,NA,synonym,NA,358aa463a8fd574c5f5ebb5027a15253,Selaginella,NA,NA,Selaginellaceae,Selaginellales,Selaginella P. Beauv.,Selaginellaceae Rchb.,NA
b1a76e70a8fdd468ed2acad45249f591,6bdaf30739b400a79020e661de2b0c25,Diplostachyum P. Beauv.,"Prodr. 104, 107 (1805)",genus,NA,synonym,NA,358aa463a8fd574c5f5ebb5027a15253,Selaginella,NA,NA,Selaginellaceae,Selaginellales,Selaginella P. Beauv.,Selaginellaceae Rchb.,NA
8ba529aea6a8d4a5e36231fe8b65023f,6bdaf30739b400a79020e661de2b0c25,Gymnogynum P. Beauv.,"Mag. Encycl. 9, 5: 480 (1804), et Prodr. 103 (1805)",genus,NA,synonym,NA,358aa463a8fd574c5f5ebb5027a15253,Selaginella,NA,NA,Selaginellaceae,Selaginellales,Selaginella P. Beauv.,Selaginellaceae Rchb.,NA
c6779a72b5d3736d405d19b8b7254802,6bdaf30739b400a79020e661de2b0c25,Heterophyllae Spring,"Mart. & Engl., Fl. Bras. 1, 2: 188 (1840)",genus,NA,synonym,NA,358aa463a8fd574c5f5ebb5027a15253,Selaginella,NA,NA,Selaginellaceae,Selaginellales,Selaginella P. Beauv.,Selaginellaceae Rchb.,NA
36ef091542973fb59e86478175717d25,6bdaf30739b400a79020e661de2b0c25,Heterophyllium Hieron. ex Börner,"Volksflora 110 (gen.), 285 (sp.), fig. 249 (1912)",genus,NA,synonym,NA,358aa463a8fd574c5f5ebb5027a15253,Selaginella,NA,NA,Selaginellaceae,Selaginellales,Selaginella P. Beauv.,Selaginellaceae Rchb.,NA
ed08e6230cc8befbb23e4a2313a51d02,6bdaf30739b400a79020e661de2b0c25,Heterostachys Warb.,Monsunia 1: 101 (1900),genus,NA,synonym,NA,358aa463a8fd574c5f5ebb5027a15253,Selaginella,NA,NA,Selaginellaceae,Selaginellales,Selaginella P. Beauv.,Selaginellaceae Rchb.,NA
073a6d6c84f4566ee73d8be12a0fe58d,6bdaf30739b400a79020e661de2b0c25,Homoeophyllae Spring,"Mart. & Engl., Fl. Bras. 1: 118 (1840)",genus,NA,synonym,NA,358aa463a8fd574c5f5ebb5027a15253,Selaginella,NA,NA,Selaginellaceae,Selaginellales,Selaginella P. Beauv.,Selaginellaceae Rchb.,NA
cddc2384ba8f40dce1abd29ce9f2b8cb,6bdaf30739b400a79020e661de2b0c25,Homoeophyllum Hieron. & Sadeb.,"Engl. & Prantl, Nat. Pflanzenfam. 1(4): 669 (1902)",genus,NA,synonym,NA,358aa463a8fd574c5f5ebb5027a15253,Selaginella,NA,NA,Selaginellaceae,Selaginellales,Selaginella P. Beauv.,Selaginellaceae Rchb.,NA
1e0b6676516ee28edf74140e424e843e,6bdaf30739b400a79020e661de2b0c25,Homostachys Warb.,Monsunia 1: 101 (1900),genus,NA,synonym,NA,358aa463a8fd574c5f5ebb5027a15253,Selaginella,NA,NA,Selaginellaceae,Selaginellales,Selaginella P. Beauv.,Selaginellaceae Rchb.,NA
1d1ffd99c949d708e0a3080c063f8269,6bdaf30739b400a79020e661de2b0c25,Homotropae A. Braun,App. Ind. Sem. Hort. Berol. 11 ((1857) 1858),genus,NA,synonym,NA,358aa463a8fd574c5f5ebb5027a15253,Selaginella,NA,NA,Selaginellaceae,Selaginellales,Selaginella P. Beauv.,Selaginellaceae Rchb.,NA
50c53a72801768d5ef5951f281b1933c,6bdaf30739b400a79020e661de2b0c25,Hypopterygiopsis Sakurai,Bot. Mag. (Tokyo) 57: 255 (1943),genus,NA,synonym,NA,358aa463a8fd574c5f5ebb5027a15253,Selaginella,NA,NA,Selaginellaceae,Selaginellales,Selaginella P. Beauv.,Selaginellaceae Rchb.,NA
d90c8dfa17530cac580751f3ddd50ee4,6bdaf30739b400a79020e661de2b0c25,Lycopodioides Boehm.,Def. Gen. Pl. ed. Boehmer 485 (1760) (nom. rej.),genus,NA,synonym,NA,358aa463a8fd574c5f5ebb5027a15253,Selaginella,NA,NA,Selaginellaceae,Selaginellales,Selaginella P. Beauv.,Selaginellaceae Rchb.,NA
a65e9cadbf1088a2b0e9b7e4c78d7e93,6bdaf30739b400a79020e661de2b0c25,Mirmau Adans.,Fam. Pl. 2: 491 (1763) (descr.),genus,NA,ambiguous synonym,NA,358aa463a8fd574c5f5ebb5027a15253,Selaginella,NA,NA,Selaginellaceae,Selaginellales,Selaginella P. Beauv.,Selaginellaceae Rchb.,NA
7add137d5c41690cb239c88aefa449b2,6bdaf30739b400a79020e661de2b0c25,Polycocca Hill,Gen. Hist. Nat. 2 (Hist. Pl.) 112 (1773) (nom. superfl. for Selaginoides),genus,NA,synonym,NA,358aa463a8fd574c5f5ebb5027a15253,Selaginella,NA,NA,Selaginellaceae,Selaginellales,Selaginella P. Beauv.,Selaginellaceae Rchb.,NA
f7b35959c1ce44b67b228f4557ea52df,6bdaf30739b400a79020e661de2b0c25,Selaginoides Ség.,"Pl. Veron. 3: 51. Jul-Dec (1754), nom. rej.",genus,NA,synonym,NA,358aa463a8fd574c5f5ebb5027a15253,Selaginella,NA,NA,Selaginellaceae,Selaginellales,Selaginella P. Beauv.,Selaginellaceae Rchb.,NA
